канал,канал[0],канал[1],канал[2],канал[3],канал[4],канал[5],канал[6],канал[7],канал[8],канал[9],канал[10],канал[11],канал[12],канал[13],канал[14],канал[15],канал[16],канал[17],канал[18],канал[19]
канал[0],0.0,0.018350507258285687,0.0006016419478200863,0.0007995845962216475,0.0005252100215025202,0.0037057333000615027,0.001262470774295088,0.0006830021355209714,0.0005715241520983794,0.0007980673405216798,0.0009176608111670648,0.0004854942719819677,0.00028456550547784065,0.0007992232329984139,0.0013957837363355319,0.0006713221325671537,0.011138236591327642,0.0013998072907238646,0.0013426309217684507,0.00807829431286368
канал[1],0.004009968032287731,0.018350507258285687,0.0,0.01999200241332655,0.020495362595427058,0.018236122659952003,0.006806460161190325,0.02079379225246536,0.020313460565723918,0.01866454513162652,0.019909954197912638,0.020774844624226185,0.02048200545008161,0.019831108704847833,0.020202938695100703,0.02025791484080619,0.019456375085462607,0.01842143915681302,0.021068991316830044,0.018312353735219
канал[2],0.006325068311164472,0.0006016419478200863,0.01999200241332655,0.0,0.0006774205541675293,0.0007773144107887653,0.0030550384137603866,0.0016783443725735259,0.0005899284685548789,0.0009491264944819777,0.0007467167799103391,0.0004669708922598881,0.0006512041078715614,0.0005775518292792103,0.0006270382064367253,0.0019015220226566987,0.00048440034524421804,0.012924801349222316,0.0012510248847960037,0.0010558550227492969
канал[3],0.0085025631731592,0.0007995845962216475,0.02049536259542717,0.0006774205541675293,0.0,0.0009368962824625182,0.004415650304764741,0.0018495473137414287,0.0003756281247662141,0.0009938810369867213,0.00032518566935946236,0.0004848210956396315,0.0004872132446125388,0.0007148648361051668,0.00045671610750008806,0.0023761252194328675,0.00020647952499175393,0.010221619875384353,0.0011986751928627637,0.0008399389135324009
канал[4],0.007592444515261476,0.0005252100215025202,0.018236122659952003,0.0007773144107886543,0.0009368962824625182,0.0,0.0033283302330209923,0.0009832553094474283,0.0007456244156246461,0.00036195781767422996,0.0007464241512973313,0.0006574102620204858,0.0007899039992331769,0.00034066107221775166,0.0011786063796770385,0.0009975183669831411,0.0007120413734781339,0.011109352743178681,0.0017700898614577687,0.0015549384714962367
канал[5],0.00763936901951804,0.003705733300061506,0.006806460161190325,0.003055038413760383,0.004415650304764741,0.0033283302330209923,0.0,0.001592568337784702,0.004286424874249194,0.00252262900076459,0.0029419416835517534,0.0029643519980056057,0.003984196998518947,0.0033208189122547185,0.0055095440141046115,0.0027388817664590476,0.004028676965255714,0.011868120241757651,0.005281735058927725,0.001929699427582636
канал[6],0.011258555388895627,0.001262470774294977,0.02079379225246536,0.0016783443725735259,0.0018495473137413176,0.0009832553094474283,0.001592568337784702,1.1102230246251565e-16,0.0016079549503308366,0.0008889974501223863,0.0017305665177241858,0.001970030651936905,0.0014267266938019496,0.0011061187383735183,0.002177238627919298,0.0007340418597346909,0.0018053985225133795,0.011238948827187144,0.002563139792509883,0.0027781223337313143
канал[7],0.0073314543559072215,0.0006830021355209714,0.020313460565723918,0.0005899284685547679,0.0003756281247662141,0.0007456244156247571,0.004286424874249198,0.0016079549503308366,0.0,0.000752264250997503,0.0003541050362670939,0.00048742425607628537,0.0005684728972285003,0.0007199833920352727,0.00040442554124475727,0.0019110675471512018,0.0002323071650741637,0.01242864757507397,0.0013188541737243487,0.000878208124784563
канал[8],0.010567544449860841,0.0005715241520983794,0.01866454513162641,0.0009491264944819777,0.0009938810369867213,0.000361957817674341,0.0025226290007645917,0.0008889974501224973,0.000752264250997503,0.0,0.0009223107662887919,0.0009863217223159415,0.0006849539558140272,0.00043842061847998437,0.0011012544343116382,0.0008333114066837455,0.0009682505725402413,0.012133366458415874,0.0017354637565230036,0.0015555844032292265
канал[9],0.007615559358405757,0.0007980673405216798,0.019909954197912638,0.0007467167799104502,0.00032518566935946236,0.0007464241512973313,0.0029419416835517534,0.0017305665177241858,0.0003541050362670939,0.0009223107662887919,0.0,0.0005172896962691853,0.00033286746664884515,0.0007321941012186084,0.0004809606603133343,0.002066446687540524,0.0003586008049513145,0.011960912190220479,0.0013179200228000676,0.0009707009993759064
канал[10],0.006962023540428852,0.0009176608111670648,0.020774844624226296,0.0004669708922598881,0.00048482109563952047,0.0006574102620204858,0.002964351998005599,0.001970030651936905,0.00048742425607617434,0.0009863217223158305,0.0005172896962692963,0.0,0.0004904995321141081,0.0006680391573440358,0.0005887847174458338,0.0020556880599587046,0.0003741207844705219,0.011295125092751148,0.001265620847886395,0.001160573557556721
канал[11],0.004823025447780113,0.0004854942719818567,0.020482005450081497,0.0006512041078715614,0.0004872132446126498,0.0007899039992331769,0.00398419699851895,0.0014267266938018386,0.0005684728972285003,0.0006849539558139162,0.00033286746664884515,0.0004904995321141081,0.0,0.0006323183843491842,0.0003569848210773774,0.0019398788968071345,0.0003293586455143105,0.011918124916281452,0.0010689040716006515,0.001240209371992207
канал[12],0.006528211535704556,0.00028456550547784065,0.019831108704847944,0.0005775518292792103,0.0007148648361051668,0.0003406610722178627,0.0033208189122547185,0.0011061187383735183,0.0007199833920352727,0.00043842061847998437,0.0007321941012186084,0.0006680391573440358,0.0006323183843491842,0.0,0.0009214927786082017,0.001278942522552895,0.0005500337845427694,0.011886511893849858,0.0015963384718226115,0.0013858933594577127
канал[13],0.007913880204195187,0.0007992232329984139,0.020202938695100703,0.0006270382064366142,0.00045671610749997704,0.0011786063796769275,0.0055095440141046115,0.002177238627919298,0.00040442554124475727,0.0011012544343116382,0.0004809606603134453,0.0005887847174458338,0.0003569848210773774,0.0009214927786082017,0.0,0.0026399464599743405,0.00033217566837817625,0.010874900739482003,0.0013357301888072826,0.0007235616198122408
канал[14],0.010947561830585331,0.0013957837363355319,0.02025791484080619,0.0019015220226566987,0.0023761252194328675,0.0009975183669832521,0.0027388817664590545,0.0007340418597346909,0.0019110675471512018,0.0008333114066836345,0.002066446687540524,0.0020556880599587046,0.0019398788968071345,0.001278942522552895,0.0026399464599742295,0.0,0.0022571853668768016,0.01119857293600128,0.0031780547556952143,0.0028661719806881703
канал[15],0.006455967556061079,0.0006713221325671537,0.019456375085462496,0.000484400345244107,0.00020647952499175393,0.0007120413734781339,0.004028676965255714,0.0018053985225133795,0.00023230716507427474,0.0009682505725402413,0.0003586008049513145,0.00037412078447041086,0.0003293586455144215,0.0005500337845427694,0.00033217566837817625,0.0022571853668768016,0.0,0.011932169642884733,0.0009237633324630234,0.0010582892199956229
канал[16],0.007167697382867056,0.01113823659132765,0.01842143915681302,0.012924801349222316,0.010221619875384353,0.011109352743178681,0.011868120241757762,0.011238948827187144,0.01242864757507397,0.012133366458415881,0.011960912190220479,0.011295125092751148,0.011918124916281452,0.011886511893849861,0.010874900739482003,0.01119857293600128,0.011932169642884733,0.0,0.010819754267877707,0.012642732966021406
канал[17],0.010209899972136616,0.0013998072907237535,0.021068991316830044,0.0012510248847958927,0.0011986751928627637,0.0017700898614577687,0.005281735058927725,0.002563139792509772,0.0013188541737243487,0.0017354637565230036,0.0013179200228000676,0.001265620847886395,0.0010689040716006515,0.0015963384718226115,0.0013357301888071715,0.0031780547556952143,0.0009237633324630234,0.010819754267877707,0.0,0.0032236734514591303
канал[18],0.004786222024019002,0.0013426309217684507,0.01831235373521889,0.0010558550227492969,0.0008399389135324009,0.0015549384714961256,0.001929699427582636,0.0027781223337313143,0.000878208124784563,0.0015555844032293376,0.0009707009993757953,0.001160573557556721,0.001240209371992207,0.0013858933594577127,0.0007235616198122408,0.0028661719806881703,0.0010582892199956229,0.012642732966021406,0.0032236734514591303,0.0
канал[19],0.0,0.008078294312863665,0.004009968032287703,0.006325068311164486,0.008502563173159214,0.00759244451526149,0.00763936901951804,0.011258555388895614,0.0073314543559072215,0.010567544449860841,0.007615559358405757,0.006962023540428852,0.004823025447780099,0.006528211535704556,0.007913880204195187,0.010947561830585331,0.006455967556061079,0.007167697382867056,0.010209899972136602,0.004786222024019016
